Id;Country;StartDate;EndDate;Type;RegionalScope;Name;Subdivisions;Tags;Comment
45348235-88e2-4ba8-a0d6-98217688cd1a;CH;2019-12-21;2020-01-05;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
18156127-39a5-4092-9116-460842e04741;CH;2020-02-22;2020-03-08;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
fdaf37da-5643-4001-8b51-c76dfd213d85;CH;2020-04-04;2020-04-19;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
1085644c-9090-43ab-afd3-d18372edea2d;CH;2020-05-22;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
36368b7f-322c-4ce9-b8f8-1d4b1399956a;CH;2020-06-27;2020-08-09;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
67d62882-537a-4c3a-8873-188edf719755;CH;2020-07-04;2020-08-09;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
3aaba429-1c74-42e7-af91-dc69714f8ca0;CH;2020-09-26;2020-10-09;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
96c509a9-48da-430c-a67e-cfd1e94a37c8;CH;2020-09-26;2020-10-16;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
eade1549-4524-49a2-ad7f-e78b268d0b39;CH;2020-12-19;2021-01-03;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
4f60cc64-6e6d-4359-9eca-c20e71579829;CH;2021-02-13;2021-02-28;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
342b6c82-5f3d-45ba-9d75-ab9874a1520a;CH;2021-03-27;2021-04-11;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
22f0c8c3-8d14-4904-8731-2a5238fe36a5;CH;2021-05-14;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
c2265998-d398-42ec-a7d1-43100485e846;CH;2021-07-03;2021-08-15;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
fb2958df-cbda-422a-aa69-0e7ba08d54af;CH;2021-07-10;2021-08-15;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
325d9de1-ecc1-4bbf-93ed-c22272fe292a;CH;2021-10-02;2021-10-17;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
79b9aaaf-9980-4706-8c49-6530203127cb;CH;2021-10-02;2021-10-24;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
7ad97cae-0c89-4836-8e04-94ee923fe8a7;CH;2021-12-18;2022-01-02;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
bebd6704-4a95-454b-a18c-e84ac346518a;CH;2022-02-26;2022-03-13;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
3f5bb860-46a2-43b4-9434-55c5395fae3b;CH;2022-04-09;2022-04-24;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
436d683e-978b-4646-80a3-443a58003ce9;CH;2022-05-27;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
e5f9084c-91bb-429a-9148-b379b32817c5;CH;2022-07-02;2022-08-14;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
29b34736-42de-4a9e-b1f2-d6051e8aa641;CH;2022-07-09;2022-08-14;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
5b7783bf-a756-4966-9343-a49c2b7b0246;CH;2022-10-02;2022-10-16;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
a62a94a2-cd2d-4614-8a3d-a84ddb8dc33e;CH;2022-10-02;2022-10-23;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
aaeca919-6944-4288-b683-23045b4f2dec;CH;2022-12-24;2023-01-08;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
4132cd7d-dac5-4a39-8588-d8639a25bc9f;CH;2023-02-18;2023-03-05;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
9cda126c-e467-4cc0-89da-212d6b52058c;CH;2023-04-01;2023-04-16;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
10b44c79-9b1e-416e-bcdf-aa9dd0d9a6ee;CH;2023-05-19;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
a8be9238-46b6-4839-a2e3-5033c57897ac;CH;2023-07-02;2023-08-13;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
8777786e-f66e-490d-8a45-4bae797e39d5;CH;2023-07-09;2023-08-13;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
9a02ca58-d1bd-414c-97b4-1d5de46d3ab5;CH;2023-09-30;2023-10-15;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
24b0618b-fbb0-4fff-b5f8-0745d87c9365;CH;2023-09-30;2023-10-22;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
d1c48117-13c6-4de3-b886-77d44d6ec976;CH;2023-12-23;2024-01-07;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
4f80308b-c879-40e4-8304-fc395ddeb226;CH;2024-02-10;2024-02-25;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
0647d49c-f997-4123-89c6-d98416f22c7d;CH;2024-03-23;2024-04-07;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
37eec553-e2a4-44bb-bb9f-6c6ea15bd3a8;CH;2024-05-10;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
b89debd8-975c-4a83-a062-9cd83933c1dc;CH;2024-06-29;2024-08-11;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
2df89538-b335-43ec-86b1-b354a747e5d1;CH;2024-07-06;2024-08-11;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
ad458f62-b9ef-4eae-b3ca-0a4a8b85309c;CH;2024-09-28;2024-10-13;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
854e099b-ab08-4a54-8683-8eb1a1bd53e5;CH;2024-09-28;2024-10-20;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
e52f1a44-fb25-4fe0-8678-1a163cee279f;CH;2024-12-21;2025-01-05;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
58d4806f-5963-4d56-9217-901cacbe4248;CH;2025-03-01;2025-03-16;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
d34e765b-b160-4bde-a1ee-5ba846abeee6;CH;2025-04-12;2025-04-27;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
437ac177-8da4-4709-bd62-974d70238e27;CH;2025-05-30;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
d50fbc54-5f18-4ca9-81c8-2e0bb8fc7fa9;CH;2025-06-28;2025-08-10;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
577c86e9-766b-4269-82d7-fe8140012ed1;CH;2025-07-05;2025-08-10;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
16497b4d-ec41-4865-abac-51fba8ee1eb5;CH;2025-09-27;2025-10-12;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
414c44f3-9805-44e4-8ea5-3083c8af929c;CH;2025-09-27;2025-10-19;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
c2ae6a47-5177-43fc-b856-d07d4edf80b0;CH;2025-12-20;2026-01-04;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
0c49507b-3405-46c7-b006-3ccdf5b8ba9e;CH;2026-02-14;2026-03-01;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
83873ebf-eaa0-439b-b418-ad16e8a7288e;CH;2026-03-28;2026-04-12;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
09392383-3b07-4bfd-ae18-c599409a0541;CH;2026-05-25;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
85a29bd6-5a8f-41f6-8d4b-3fd6ea94f1f9;CH;2026-06-27;2026-08-09;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
3d9495e5-dfc4-4270-97c7-ab836afabba0;CH;2026-07-04;2026-08-09;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
6da75269-6693-4d81-8143-1ab9a7695f2c;CH;2026-09-26;2026-10-11;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
e785d05a-2c47-420c-8b8b-c4a883b59895;CH;2026-09-26;2026-10-28;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
f9354fb9-7bb8-4947-b081-8f3771a3c1ad;CH;2026-12-19;2027-01-03;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
b660a3dc-3cb9-49f3-9713-fcc814e0fc98;CH;2027-02-06;2027-02-21;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
657c15bc-608e-4dc9-b1aa-efe56f853365;CH;2027-03-20;2027-04-04;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
392a8081-1e43-4383-9a79-c2b23a6223c4;CH;2027-05-07;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
c0ade86c-a655-42ae-b753-6b635d969866;CH;2027-07-03;2027-08-15;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
5a968124-2732-4237-8df1-f5131ba9a150;CH;2027-07-10;2027-08-15;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
21f5f8fa-428e-416c-b8f8-d7fd5c9e0489;CH;2027-10-02;2027-10-17;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
e703348d-854d-444f-90b3-b84400f23ffb;CH;2027-10-02;2027-10-17;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
48d9f9da-383d-492b-86a1-3ed017893088;CH;2027-12-18;2028-01-02;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
33af442f-c20c-476e-b78a-0879d0805937;CH;2028-02-26;2028-03-12;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
1e2e1fff-0f1e-4e7a-b94e-3bf04ffc0f21;CH;2028-04-08;2028-04-23;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
7035741b-0c58-40a5-8866-46133d2b7cc1;CH;2028-06-26;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
ae89a462-47e1-4d7c-be12-70ff528cf4f2;CH;2028-07-01;2028-08-13;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
0371b1f8-59bd-4d5b-aff4-4d2c82aadf62;CH;2028-07-08;2028-08-13;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
